SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#
MLS Listing,,Multi-Family (2-4 Unit),6061 South Vermont Ave,Los Angeles (City),CA,90044,419000,1,2,Los Angeles Southwest,1613,2972,1926,229,260,,Active,,,http://www.redfin.com/CA/Los-Angeles/6061-S-Vermont-Ave-90044/home/22046661,TheMLS,16-182976
MLS Listing,,Multi-Family (2-4 Unit),1709 Evergreen St,Santa Ana,CA,92707,844900,7,5,69 - Santa Ana South of First,2350,7405,1960,235,360,,Active,,,http://www.redfin.com/CA/Santa-Ana/1709-Evergreen-St-92707/home/3088136,CRMLS,PW16751316
MLS Listing,,Multi-Family (2-4 Unit),1444 E 60th St,Los Angeles,CA,90001,629999,6,3,699 - Not Defined,2371,5723,1922,239,266,,Active,,,http://www.redfin.com/CA/Los-Angeles/1444-E-60th-St-90001/home/7274668,CRISNet,SR16749907
MLS Listing,,Multi-Family (2-4 Unit),1904 1912 Winmar Dr,Los Angeles,CA,90065,858000,8,4,C16 - Mid Los Angeles,1716,8733,1923,241,500,,Active,,,http://www.redfin.com/CA/Los-Angeles/1912-Winmar-Dr-90065/home/7075235,CRISNet,SR16747948
MLS Listing,,Multi-Family (2-4 Unit),1545 East 41st Pl,Los Angeles (City),CA,90011,779500,7,4,Downtown Los Angeles,1974,5463,1922,246,395,,Active,,,http://www.redfin.com/CA/Los-Angeles/1545-E-41st-Pl-90011/home/6927265,TheMLS,16-179500
MLS Listing,,Multi-Family (2-4 Unit),6618 Holmes Ave,Los Angeles,CA,90001,499000,,,C37 - Metropolitan South,1665,3401,1956,247,300,,Active,,,http://www.redfin.com/CA/Los-Angeles/6618-Holmes-Ave-90001/home/109658421,CRMLS,RS16744879
MLS Listing,,Multi-Family (2-4 Unit),2927 S Budlong Ave,Los Angeles,CA,90007,849000,,11714,C42 - Downtown L.A.,2700,6625,1964,254,314,,Active,,,http://www.redfin.com/CA/Los-Angeles/2927-S-Budlong-Ave-90007/home/6895446,CRMLS,PW16739486
MLS Listing,,Multi-Family (2-4 Unit),4328 Floral Dr,Los Angeles,CA,90022,425000,2,3,BOYH - Boyle Heights,1143,6186,1912,256,372,,Active,,,http://www.redfin.com/CA/East-Los-Angeles/4328-Floral-Dr-90022/home/45481096,CRMLS,RS16738151
MLS Listing,,Multi-Family (2-4 Unit),2739 S Cochran Ave,Los Angeles,CA,90016,680000,4,3,C16 - Mid Los Angeles,1744,2640,1930,262,390,,Active,,,http://www.redfin.com/CA/Los-Angeles/2739-S-Cochran-Ave-90016/home/6887409,CRMLS,IN16731667
MLS Listing,,Multi-Family (2-4 Unit),3065 E 6th St,Los Angeles,CA,90023,550000,,,BOYH - Boyle Heights,1777,6683,1904,265,310,,Active,,,http://www.redfin.com/CA/Los-Angeles/3065-E-6th-St-90023/home/6942518,CRMLS,DW16732018
MLS Listing,,Multi-Family (2-4 Unit),702 E 54th St,Los Angeles,CA,90011,415888,4,2,C42 - Downtown L.A.,1449,5304,1928,269,287,,Active,,,http://www.redfin.com/CA/Los-Angeles/702-E-54th-St-90011/home/6919697,CRMLS,MB16729097
MLS Listing,,Multi-Family (5+ Unit),238 W Manchester Blvd,Inglewood,CA,90301,899000,10,15,101 - North Inglewood,2576,6995,1923,272,349,,Active,,,http://www.redfin.com/CA/Inglewood/238-W-Manchester-Blvd-90301/home/109299412,CRISNet,SR16712150
MLS Listing,,Multi-Family (2-4 Unit),1013 E 18th St,Santa Ana,CA,92706,739000,5,4,70 - Santa Ana North of First,2416,6534,1972,276,306,,Active,,,http://www.redfin.com/CA/Santa-Ana/1013-E-18th-St-92706/home/4455155,CRMLS,PW16724359
MLS Listing,,Multi-Family (2-4 Unit),343 N Occidental Blvd,Los Angeles,CA,90057,855000,7,4,671 - Silver Lake,2624,6243,1923,276,326,,Active,,,http://www.redfin.com/CA/Los-Angeles/343-N-Occidental-Blvd-90026/home/113161327,i-Tech MLS,316009653
MLS Listing,,Multi-Family (2-4 Unit),1852 West 22nd St,Los Angeles (City),CA,90018,785000,5,3,Mid Los Angeles,2648,5669,1903,276,296,,Active,,,http://www.redfin.com/CA/Los-Angeles/1852-W-22nd-St-90018/home/6898135,TheMLS,16-170978
MLS Listing,,Multi-Family (5+ Unit),8740 Chester St,Paramount,CA,90723,599999,1,5,699 - Not Defined,1600,5181,1948,283,375,,Active,,,http://www.redfin.com/CA/Paramount/8740-Chester-St-90723/home/7408140,CRMLS,DW16718261
MLS Listing,,Multi-Family (2-4 Unit),1359 South Union Ave,Los Angeles (City),CA,90015,509000,5,2,Downtown Los Angeles,1634,2972,1900,286,312,,Active,,,http://www.redfin.com/CA/Los-Angeles/1359-S-Union-Ave-90015/home/6931618,TheMLS,16-167746
MLS Listing,,Multi-Family (2-4 Unit),1722 East 64th St,Los Angeles (City),CA,90001,375000,3,2,Downtown Los Angeles,548,5850,1923,288,684,,Active,,,http://www.redfin.com/CA/Los-Angeles/1722-E-64th-St-90001/home/7275231,TheMLS,16-167500
MLS Listing,,Multi-Family (2-4 Unit),9022 S Central Ave,Los Angeles,CA,90002,590000,16,8,C34 - Los Angeles Southwest,2490,4012,2005,290,237,,Active,,,http://www.redfin.com/CA/Los-Angeles/9022-S-Central-Ave-90002/home/7298301,CRMLS,MB16713264
MLS Listing,,Multi-Family (2-4 Unit),522 Simmons Ave,East Los Angeles,CA,90022,525000,,,ELA - East Los Angeles,1473,5353,1951,296,356,,Active,,,http://www.redfin.com/CA/East-Los-Angeles/522-Simmons-Ave-90022/home/7434035,CRMLS,CV16708952
MLS Listing,,Multi-Family (2-4 Unit),11100 11102 S Grevillea Ave,Lennox,CA,90304,620000,4,2,105 - Lennox,1753,5385,1947,298,354,,Active,,,http://www.redfin.com/CA/Lennox/11102-S-Grevillea-Ave-90304/home/107590352,CRISNet,SR16706840
MLS Listing,,Multi-Family (2-4 Unit),616 W 47th St,Los Angeles,CA,90037,720000,,,C42 - Downtown L.A.,2905,8431,1906,303,248,,Active,,,http://www.redfin.com/CA/Los-Angeles/616-W-47th-St-90037/home/6872823,CRISNet,SR16703448
MLS Listing,,Multi-Family (5+ Unit),5111 Long Beach Ave,Los Angeles,CA,90058,675000,4,4,C23 - Metropolitan,4232,6242,1959,303,159,,Active,,,http://www.redfin.com/CA/Vernon/5111-Long-Beach-Ave-90058/home/22133986,CRMLS,DW16702909
MLS Listing,,Multi-Family (2-4 Unit),7944 Comstock Ave,Whittier,CA,90602,875000,8,10,670 - Whittier,2924,5735,1923,318,299,,Active,,,http://www.redfin.com/CA/Whittier/7944-Comstock-Ave-90602/home/7813737,CRMLS,DW16191842
MLS Listing,,Multi-Family (2-4 Unit),9504 S San Pedro St,Los Angeles,CA,90003,600000,16,16,C34 - Los Angeles Southwest,1790,6764,1927,323,335,,Active,,,http://www.redfin.com/CA/Los-Angeles/9504-S-San-Pedro-St-90003/home/7304718,CRMLS,RS16188986
MLS Listing,,Multi-Family (2-4 Unit),4968 Ferndale St,Los Angeles,CA,90016,750000,5,3,699 - Not Defined,1648,5640,1921,323,455,,Active,,,http://www.redfin.com/CA/Los-Angeles/4968-Ferndale-St-90016/home/6891400,CRMLS,RS16188772
MLS Listing,,Multi-Family (2-4 Unit),9118 Avalon Blvd,Los Angeles,CA,90003,480000,6,2,699 - Not Defined,2080,4801,1983,326,231,,Active,,,http://www.redfin.com/CA/Los-Angeles/9118-S-Avalon-Blvd-90003/home/7297705,CRMLS,DW16186038
MLS Listing,,Multi-Family (2-4 Unit),2844 Santa Rosa Ave,Altadena,CA,91001,849000,,,604 - Altadena,,5606,1923,330,,,Active,,,http://www.redfin.com/CA/Altadena/2844-Santa-Rosa-Ave-91001/home/7258758,i-Tech MLS,316007833
MLS Listing,,Multi-Family (2-4 Unit),1503 East 24th St,Los Angeles (City),CA,90011,399900,5,3,Downtown Los Angeles,1056,7269,1923,332,379,,Active,,,http://www.redfin.com/CA/Los-Angeles/1503-E-24th-St-90011/home/6928014,TheMLS,16-154060
MLS Listing,,Multi-Family (2-4 Unit),6726 Miramonte Blvd,Los Angeles,CA,90001,450000,5,2,C34 - Los Angeles Southwest,1712,7152,1916,334,263,,Active,,,http://www.redfin.com/CA/Los-Angeles/6726-Miramonte-Blvd-90001/home/7276328,CRMLS,IN16179575
MLS Listing,,Multi-Family (5+ Unit),1318 W Anaheim St,Wilmington,CA,90744,849000,6,5,195 - West Wilmington,3219,10081,1947,335,264,,Active,,,http://www.redfin.com/CA/Los-Angeles/1318-W-Anaheim-St-90744/home/7676041,CRMLS,SB16178825
MLS Listing,,Multi-Family (2-4 Unit),5461 2nd Ave,Los Angeles,CA,90043,405888,2,2,PHHT - Park Hills Heights,1440,4921,1922,338,282,,Active,,,http://www.redfin.com/CA/Los-Angeles/5461-2nd-Ave-90043/home/6863789,CRMLS,CV16176484
MLS Listing,,Multi-Family (2-4 Unit),11342 Tiara St,North Hollywood,CA,91601,695000,5,3,North Hollywood (NHO),1759,7703,1923,338,395,,Active,,,http://www.redfin.com/CA/Los-Angeles/11342-Tiara-St-91601/home/5144586,TheMLS,16-150814
MLS Listing,,Multi-Family (2-4 Unit),6935 Templeton St,Huntington Park,CA,90255,724900,7,4,"T1 - Vernon, Maywood, Hunt Pk & Bell, N of Florenc",3218,7567,1921,344,225,,Active,,,http://www.redfin.com/CA/Huntington-Park/6935-Templeton-St-90255/home/7425307,CRMLS,PW16171836
MLS Listing,,Multi-Family (2-4 Unit),10600 Avalon Blvd,Los Angeles,CA,90003,589000,6,4,C37 - Metropolitan South,2414,3969,1998,351,244,,Active,,,http://www.redfin.com/CA/Los-Angeles/10600-S-Avalon-Blvd-90003/home/7304154,CRMLS,CV16166510
MLS Listing,,Multi-Family (2-4 Unit),8427 Somerset Blvd,Paramount,CA,90723,450000,2,3,RL - Paramount North of Somerset,1320,9379,1939,353,341,,Active,,,http://www.redfin.com/CA/Paramount/8427-Somerset-Blvd-90723/home/108453906,CRMLS,PW16164360
MLS Listing,,Multi-Family (2-4 Unit),11111 Wilmington Ave,Los Angeles,CA,90059,495000,2,1,WATT - Watts,1787,6501,1962,353,277,,Active,,,http://www.redfin.com/CA/Los-Angeles/11111-Wilmington-Ave-90059/home/28470890,CRISNet,SR16163989
MLS Listing,,Multi-Family (2-4 Unit),612 E 80th St,Los Angeles,CA,90001,675000,10,6,C16 - Mid Los Angeles,3551,5741,1929,368,190,,Active,,,http://www.redfin.com/CA/Los-Angeles/612-E-80th-St-90001/home/7288548,CRMLS,PW16151234
MLS Listing,,Multi-Family (2-4 Unit),1891 Saint Louis Ave,Signal Hill,CA,90755,549000,4,2,8 - Signal Hill,1494,4400,1913,374,367,,Active,,,http://www.redfin.com/CA/Signal-Hill/1891-Saint-Louis-Ave-90755/home/7576131,CRMLS,PW16146434
MLS Listing,,Multi-Family (2-4 Unit),16619 S Denver Ave,Gardena,CA,90248,795000,5,4,116 - North Gateway,3048,5046,1965,382,261,,Active,,,http://www.redfin.com/CA/Gardena/16619-S-Denver-Ave-90248/home/7334228,CRMLS,PV16140322
MLS Listing,,Multi-Family (2-4 Unit),206 E Madison Ave,Montebello,CA,90640,550000,3,2,674 - Montebello,876,3348,1923,383,628,,Active,,,http://www.redfin.com/CA/Montebello/206-E-Madison-Ave-90640/home/7437153,CRMLS,DW16139398
MLS Listing,,Multi-Family (5+ Unit),239 W 43rd St,Los Angeles,CA,90037,719900,9,5,C42 - Downtown L.A.,4800,6352,1911,400,150,,Active,,,http://www.redfin.com/CA/Los-Angeles/239-W-43rd-St-90037/home/6924630,CRMLS,DW16124957
MLS Listing,,Multi-Family (2-4 Unit),3536 N Figueroa St,Los Angeles,CA,90065,449900,3,2,632 - Highland Park,1290,5028,1923,412,349,,Active,,,http://www.redfin.com/CA/Los-Angeles/3536-N-Figueroa-St-90065/home/139977453,CRMLS,DW16114970
MLS Listing,,Multi-Family (5+ Unit),4610 Compton Ave,Los Angeles (City),CA,90011,649000,5,5,Downtown Los Angeles,3124,4880,1962,421,208,,Active,,,http://www.redfin.com/CA/Los-Angeles/4610-Compton-Ave-90011/home/6921246,TheMLS,16-127472
MLS Listing,,Multi-Family (2-4 Unit),1713 W 145th St,Gardena,CA,90247,900000,8,6,699 - Not Defined,3936,5544,1963,434,229,,Active,,,http://www.redfin.com/CA/Gardena/1713-W-145th-St-90247/home/7324585,CRMLS,DW16097166
MLS Listing,,Multi-Family (2-4 Unit),5749 Klump Ave,North Hollywood,CA,91601,799000,4,3,NHO - North Hollywood,2260,7251,1922,436,354,,Active,,,http://www.redfin.com/CA/Los-Angeles/5749-Klump-Ave-91601/home/5149779,CRISNet,SR16095165
MLS Listing,,Multi-Family (2-4 Unit),2025 New Jersey St,Los Angeles,CA,90033,514900,5,3,BOYH - Boyle Heights,1704,5938,1904,459,302,,Active,,,http://www.redfin.com/CA/Los-Angeles/2025-New-Jersey-St-90033/home/6941175,CRMLS,DW16076202
MLS Listing,,Multi-Family (2-4 Unit),1416 South Norton Ave,Los Angeles (City),CA,90019,835000,4,2,Mid Los Angeles,2660,6059,1917,473,314,,Active,,,http://www.redfin.com/CA/Los-Angeles/1416-S-Norton-Ave-90019/home/6906277,TheMLS,16-110170
MLS Listing,,Multi-Family (2-4 Unit),10505 S San Pedro St,Los Angeles,CA,90003,329000,6,4,C37 - Metropolitan South,1635,4004,1947,495,201,,Active,,,http://www.redfin.com/CA/Los-Angeles/10505-S-San-Pedro-St-90003/home/104014881,CRMLS,IV16048037
MLS Listing,,Multi-Family (2-4 Unit),6146 Santa Fe Ave,Huntington Park,CA,90255,420000,3,2,"T1 - Vernon, Maywood, Hunt Pk & Bell, N of Florenc",1568,5977,1947,625,268,,Active,,,http://www.redfin.com/CA/Huntington-Park/6146-Santa-Fe-Ave-90255/home/7424342,CRISNet,SR15235552
MLS Listing,,Multi-Family (2-4 Unit),4093 W 129 St,Hawthorne,CA,90250,798000,5,3,109 - Ramona/Burleigh,2529,5951,1970,641,316,,Active,,,http://www.redfin.com/CA/Hawthorne/4093-W-129th-St-90250/home/6497863,CRMLS,SB15224583
MLS Listing,,Multi-Family (2-4 Unit),9910 Compton Ave,Los Angeles,CA,90002,399999,3,3,WATT - Watts,1629,4750,1921,650,246,,Active,,,http://www.redfin.com/CA/Los-Angeles/9910-Compton-Ave-90002/home/7301198,CRMLS,CV15217881
MLS Listing,,Multi-Family (5+ Unit),706 N Park Ave,Pomona,CA,91768,630000,7,6,687 - Pomona,3132,8382,1922,710,201,,Active,,,http://www.redfin.com/CA/Pomona/706-N-Park-Ave-91768/home/7898195,CRMLS,OC15171846
MLS Listing,,Multi-Family (2-4 Unit),1601 West 59th Pl,Los Angeles (City),CA,90047,625000,4,4,Los Angeles Southwest,1236,6617,1938,815,506,,Active,,,http://www.redfin.com/CA/Los-Angeles/1601-W-59th-Pl-90047/home/7270533,TheMLS,15-898485
MLS Listing,,Multi-Family (2-4 Unit),8814 Imperial,Downey,CA,90242,799000,4,3,"D4 - Southeast Downey, S of Firestone, E of Downey",3495,5809,1957,866,229,,Active,,,http://www.redfin.com/CA/Downey/8814-Imperial-Hwy-90242/home/22148502,CRMLS,CV15043443
MLS Listing,,Multi-Family (2-4 Unit),649 East 25th St,Los Angeles (City),CA,90011,619000,4,4,Downtown Los Angeles,2250,6610,1946,936,275,,Active,,,http://www.redfin.com/CA/Los-Angeles/649-E-25th-St-90011/home/6930056,TheMLS,14-817211
MLS Listing,,Multi-Family (2-4 Unit),7443 Woodley Ave,Van Nuys,CA,91406,799900,6,3,VN - Van Nuys,2670,6480,1941,1052,300,,Active,,,http://www.redfin.com/CA/Los-Angeles/7443-Woodley-Ave-91406/unit-A/home/4339060,CRISNet,SR14185426
MLS Listing,,Multi-Family (2-4 Unit),2388 West 23rd St,Los Angeles (City),CA,90018,895000,7,3,Mid Los Angeles,3400,7241,1947,1516,263,,Active,,,http://www.redfin.com/CA/Los-Angeles/2388-W-23rd-St-90018/home/6897801,TheMLS,13-674093
MLS Listing,,Multi-Family (5+ Unit),1424 Meadowbrook Ave,Los Angeles (City),CA,90019,850000,5,4,Mid Los Angeles,2080,6185,1930,1912,409,,Active,,,http://www.redfin.com/CA/Los-Angeles/1424-Meadowbrook-Ave-90019/home/6905170,TheMLS,12-595401
Foreclosed Home,,Multi-Family (2-4 Unit),1030 Maine Ave,Long Beach,CA,90813,,3,2,KNOLL PARK,1338,7398,1955,6,,,Active,,,http://www.redfin.com/CA/Long-Beach/1030-Maine-Ave-90813/home/7615352,Public Records,599238934
Foreclosed Home,,Multi-Family (2-4 Unit),137 E 47th St,Los Angeles,CA,90011,,3,2,OSWALD HOME TR,1812,7125,1915,6,,,Active,,,http://www.redfin.com/CA/Los-Angeles/137-E-47th-St-90011/home/6922965,Public Records,599101641
Foreclosed Home,,Multi-Family (2-4 Unit),819 Bonita Ave,Glendora,CA,91740,,6,3,Glendora,2300,6322,1959,13,,,Active,,,http://www.redfin.com/CA/Glendora/819-Bonita-Ave-91740/home/8026056,Public Records,598467372
Foreclosed Home,,Multi-Family (2-4 Unit),4339 Lima St,Los Angeles,CA,90011,,3,3,BOWEN & DOLTONS,1405,5377,1922,20,,,Active,,,http://www.redfin.com/CA/Los-Angeles/4339-Lima-St-90011/home/6927432,Public Records,598170920
Foreclosed Home,,Multi-Family (2-4 Unit),4859 Long Beach Ave,Vernon,CA,90058,,3,3,ROSS RUGBY TR,1798,5821,1908,20,,,Active,,,http://www.redfin.com/CA/Vernon/4859-Long-Beach-Ave-90058/home/6921381,Public Records,598231805
Foreclosed Home,,Multi-Family (2-4 Unit),1235 S Bronson Ave,Los Angeles,CA,90019,,4,4,BOULEVARD,3572,7380,1923,27,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1235-S-Bronson-Ave-90019/home/6910284,Public Records,597268682
Foreclosed Home,,Multi-Family (2-4 Unit),1613 E 7th St,Long Beach,CA,90813,,5,3,WALNUT AVE & 07 ST TR,3876,6000,1929,34,,,Active,,,http://www.redfin.com/CA/Long-Beach/1613-E-7th-St-90813/home/7613523,Public Records,596952568
Foreclosed Home,,Multi-Family (2-4 Unit),8624 Beach St,Los Angeles,CA,90002,,4,2,BURKHARD HOME TR,1660,5062,1924,34,,,Active,,,http://www.redfin.com/CA/Los-Angeles/8624-Beach-St-90002/home/7299268,Public Records,597178393
Foreclosed Home,,Multi-Family (2-4 Unit),4240 W 102nd St,Inglewood,CA,90304,,2,2,Inglewood,1472,5809,1948,34,,,Active,,,http://www.redfin.com/CA/Inglewood/4240-W-102nd-St-90304/home/6480574,Public Records,597108236
Foreclosed Home,,Multi-Family (2-4 Unit),1911 Carmona Ave,Los Angeles,CA,90016,,11,7,Los Angeles,5780,7052,1965,36,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1911-Carmona-Ave-90016/home/6901269,Public Records,596024195
Foreclosed Home,,Multi-Family (2-4 Unit),439 E 29th St,Los Angeles,CA,90011,,6,4,DAMAN & MILLARDS SHAW,2240,6238,1941,39,,,Active,,,http://www.redfin.com/CA/Los-Angeles/439-E-29th-St-90011/home/6930515,Public Records,596433733
Foreclosed Home,,Multi-Family (2-4 Unit),4582 W 130th St Unit A,Hawthorne,CA,90250,,7,6,INGLEDALE ACRES,4171,9002,1951,53,,,Active,,,http://www.redfin.com/CA/Hawthorne/4582-W-130th-St-90250/unit-A/home/6491084,Public Records,594294130
Foreclosed Home,,Multi-Family (2-4 Unit),1308 S Arizona Ave,East Los Angeles,CA,90022,,4,2,East Los Angeles,1704,5762,1923,56,,,Active,,,http://www.redfin.com/CA/East-Los-Angeles/1308-S-Arizona-Ave-90022/home/6965621,Public Records,594187543
Foreclosed Home,,Multi-Family (2-4 Unit),1849 E Poinsettia St,Long Beach,CA,90805,,6,4,Long Beach,3222,11161,1955,63,,,Active,,,http://www.redfin.com/CA/Long-Beach/1849-E-Poinsettia-St-90805/home/7507068,Public Records,593708865
Foreclosed Home,,Multi-Family (2-4 Unit),6318 Loma Vista Ave,Bell,CA,90201,,4,3,Bell,1500,7280,1930,73,,,Active,,,http://www.redfin.com/CA/Bell/6318-Loma-Vista-Ave-90201/home/7422664,Public Records,592931253
Foreclosed Home,,Multi-Family (2-4 Unit),1711 Leighton Ave,Los Angeles,CA,90062,,3,2,Los Angeles,1516,5467,1912,85,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1711-Leighton-Ave-90062/home/6882575,Public Records,592147538
Foreclosed Home,,Multi-Family (2-4 Unit),9641 Victoria Ave,South Gate,CA,90280,,3,2,South Gate,1596,5642,1923,102,,,Active,,,http://www.redfin.com/CA/South-Gate/9641-Victoria-Ave-90280/home/7376430,Public Records,590902926
Foreclosed Home,,Multi-Family (2-4 Unit),6268 Ferguson Dr,Commerce,CA,90022,,3,2,Commerce,1320,9234,1955,114,,,Active,,,http://www.redfin.com/CA/Commerce/6268-Ferguson-Dr-90022/home/7439277,Public Records,590170649
Foreclosed Home,,Multi-Family (2-4 Unit),1968 Avon St,Los Angeles,CA,90026,,2,1,ELYSIAN VIEW TR,2454,7294,1910,120,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1968-Avon-St-90026/home/7055194,Public Records,589829148
Foreclosed Home,,Multi-Family (2-4 Unit),1038 W 97th St,Los Angeles,CA,90044,,8,4,Los Angeles,2380,6504,1921,122,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1038-W-97th-St-90044/home/7307493,Public Records,589590247
Foreclosed Home,,Multi-Family (2-4 Unit),1611 W Spring St,Long Beach,CA,90810,,3,2,Long Beach,1357,4580,1939,133,,,Active,,,http://www.redfin.com/CA/Long-Beach/1611-W-Spring-St-90810/home/7627424,Public Records,589074268
Foreclosed Home,,Multi-Family (2-4 Unit),2808 Lanfranco St,Los Angeles,CA,90033,,3,2,WIDNEY S A TR,1356,5950,1914,143,,,Active,,,http://www.redfin.com/CA/Los-Angeles/2808-Lanfranco-St-90033/home/6942025,Public Records,588447055
Foreclosed Home,,Multi-Family (2-4 Unit),203 E 74th St,Los Angeles,CA,90003,,3,2,Los Angeles,1356,5107,1923,144,,,Active,,,http://www.redfin.com/CA/Los-Angeles/203-E-74th-St-90003/home/7284262,Public Records,588385328
Foreclosed Home,,Multi-Family (2-4 Unit),2004 Grant Ave,Redondo Beach,CA,90278,,4,2,REDONDO VILLA TR,1653,7503,1946,147,,,Active,,,http://www.redfin.com/CA/Redondo-Beach/2004-Grant-Ave-90278/home/6691106,Public Records,588220703
Foreclosed Home,,Multi-Family (2-4 Unit),5973 Watcher St,Bell Gardens,CA,90201,,6,3,Bell Gardens,2328,9261,1954,149,,,Active,,,http://www.redfin.com/CA/Bell-Gardens/5973-Watcher-St-90201/home/7429896,Public Records,587988689
Foreclosed Home,,Multi-Family (2-4 Unit),1331 W 218th St,Torrance,CA,90501,,5,2,Torrance,2082,9001,1957,165,,,Active,,,http://www.redfin.com/CA/Torrance/1331-W-218th-St-90501/home/7646183,Public Records,586985622
Foreclosed Home,,Multi-Family (5+ Unit),337 N Benton Way,Los Angeles,CA,90026,,2,20,TEMPLE ST VILLA TR,8286,9381,1927,165,,,Active,,,http://www.redfin.com/CA/Los-Angeles/337-N-Benton-Way-90026/home/6935836,Public Records,586969946
Foreclosed Home,,Multi-Family (2-4 Unit),133 S Evergreen Ave,Los Angeles,CA,90033,,4,2,DAVIN & JULLIENS,2186,5201,1892,173,,,Active,,,http://www.redfin.com/CA/Los-Angeles/133-S-Evergreen-Ave-90033/home/6941154,Public Records,586542307
Foreclosed Home,,Multi-Family (2-4 Unit),847 W 84th St,Los Angeles,CA,90044,,8,8,SUNNY SIDE PARK WEST,4096,9066,1923,201,,,Active,,,http://www.redfin.com/CA/Los-Angeles/847-W-84th-St-90044/home/7290915,Public Records,584721054
Foreclosed Home,,Multi-Family (2-4 Unit),524 N Dalton Ave,Azusa,CA,91702,,,,ASUZA,1630,7524,1928,207,,,Active,,,http://www.redfin.com/CA/Azusa/524-N-Dalton-Ave-91702/home/8016580,Public Records,584151625
Foreclosed Home,,Multi-Family (2-4 Unit),234 W 111th Pl,Los Angeles,CA,90061,,4,2,BOWENS MAIN MONETA & FIGUEROA,1260,6909,1911,207,,,Active,,,http://www.redfin.com/CA/Los-Angeles/234-W-111th-Pl-90061/home/7317183,Public Records,584419806
Foreclosed Home,,Multi-Family (2-4 Unit),1722 W 59th Pl,Los Angeles,CA,90047,,2,3,Los Angeles,1092,3363,1924,207,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1722-W-59th-Pl-90047/home/7270714,Public Records,584292761
Foreclosed Home,,Multi-Family (2-4 Unit),4159 W 159th St,Lawndale,CA,90260,,4,2,Lawndale,1456,5207,1954,207,,,Active,,,http://www.redfin.com/CA/Lawndale/4159-W-159th-St-90260/home/6554922,Public Records,584292782
Foreclosed Home,,Multi-Family (2-4 Unit),921 W 75th St,Los Angeles,CA,90044,,4,2,MCCARTHY HEIGHTS,1886,5605,1913,215,,,Active,,,http://www.redfin.com/CA/Los-Angeles/921-W-75th-St-90044/home/7283025,Public Records,583842745
Foreclosed Home,,Multi-Family (2-4 Unit),2626 Virginia Rd,Los Angeles,CA,90016,,2,2,Los Angeles,2006,6562,1924,215,,,Active,,,http://www.redfin.com/CA/Los-Angeles/2626-Virginia-Rd-90016/home/6891965,Public Records,583628191
Foreclosed Home,,Multi-Family (2-4 Unit),3683 S Victoria Ave,Los Angeles,CA,90016,,8,4,Los Angeles,3652,6600,1948,222,,,Active,,,http://www.redfin.com/CA/Los-Angeles/3683-S-Victoria-Ave-90016/home/6889363,Public Records,583464727
Foreclosed Home,,Multi-Family (2-4 Unit),1103 W 88th St,Los Angeles,CA,90044,,4,3,SPRINGDALE,2300,6087,1950,245,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1103-W-88th-St-90044/home/7300417,Public Records,579734360
Foreclosed Home,,Multi-Family (2-4 Unit),1410 Wesley Ave,Pasadena,CA,91104,,3,4,Pasadena,2361,10552,1925,245,,,Active,,,http://www.redfin.com/CA/Pasadena/1410-Wesley-Ave-91104/home/7263613,Public Records,581898566
Foreclosed Home,,Multi-Family (2-4 Unit),1592 E 48th Pl,Los Angeles,CA,90011,,5,4,Los Angeles,2558,7503,1965,245,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1592-E-48th-Pl-90011/home/6921360,Public Records,581569404
Foreclosed Home,,Multi-Family (2-4 Unit),1410 4th Ave,Los Angeles,CA,90019,,6,2,CENTRAL ARLINGTON HEIGHTS,2744,7000,1920,245,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1410-4th-Ave-90019/home/6906587,Public Records,580178913
Foreclosed Home,,Multi-Family (2-4 Unit),8726 Grape St,Los Angeles,CA,90002,,2,2,BURKHARD HOME TR,936,5367,1928,269,,,Active,,,http://www.redfin.com/CA/Los-Angeles/8726-Grape-St-90002/home/7299592,Public Records,579300931
Foreclosed Home,,Multi-Family (2-4 Unit),3023 E Spaulding St,Long Beach,CA,90804,,4,2,Long Beach,1356,6500,1930,278,,,Active,,,http://www.redfin.com/CA/Long-Beach/3023-E-Spaulding-St-90804/home/7604858,Public Records,577827276
Foreclosed Home,,Multi-Family (2-4 Unit),1341 W 47th St,Los Angeles,CA,90037,,4,2,VERMONT AVE SQUARE,2598,7387,1932,278,,,Active,,,http://www.redfin.com/CA/Los-Angeles/1341-W-47th-St-90037/home/6871610,Public Records,579164976
